timestamp_iso,route_id,label,origin,dest,price_usd,airline,stops,depart_date,booking_url
2026-07-21T20:48:51+00:00,tpe,Taipei,SFO,TPE,400,?,Unknown,2026-08-19,https://www.google.com/travel/flights?q=Flights%20from%20SFO%20to%20TPE%20on%202026-08-19%20one%20way
2026-07-22T00:05:16+00:00,nrt-any,Tokyo (any airline),SFO,NRT,284,ZIPAIR Tokyo,0,2026-08-19,https://www.google.com/travel/flights?q=Flights%20from%20SFO%20to%20NRT%20on%202026-08-19%20one%20way
2026-07-22T00:05:16+00:00,sgn,Ho Chi Minh City,SFO,SGN,517,STARLUX Airlines,1,2026-08-19,https://www.google.com/travel/flights?q=Flights%20from%20SFO%20to%20SGN%20on%202026-08-19%20one%20way
2026-07-22T00:05:16+00:00,tpe,Taipei,SFO,TPE,400,"Alaska, EVA Air",2,2026-08-19,https://www.google.com/travel/flights?q=Flights%20from%20SFO%20to%20TPE%20on%202026-08-19%20one%20way
2026-07-22T10:07:15+00:00,nrt-zg,Tokyo (ZIPAIR),SFO,NRT,284,ZIPAIR Tokyo,0,2026-08-19,https://www.google.com/travel/flights?q=Flights%20from%20SFO%20to%20NRT%20on%202026-08-19%20one%20way
2026-07-22T10:07:15+00:00,nrt-any,Tokyo (any airline),SFO,NRT,284,?,Unknown,2026-08-19,https://www.google.com/travel/flights?q=Flights%20from%20SFO%20to%20NRT%20on%202026-08-19%20one%20way
2026-07-22T10:07:15+00:00,sgn,Ho Chi Minh City,SFO,SGN,517,STARLUX Airlines,1,2026-08-19,https://www.google.com/travel/flights?q=Flights%20from%20SFO%20to%20SGN%20on%202026-08-19%20one%20way
2026-07-22T10:07:15+00:00,tpe,Taipei,SFO,TPE,400,?,Unknown,2026-08-19,https://www.google.com/travel/flights?q=Flights%20from%20SFO%20to%20TPE%20on%202026-08-19%20one%20way
2026-07-22T16:07:46+00:00,nrt-any,Tokyo (any airline),SFO,NRT,284,ZIPAIR Tokyo,0,2026-08-19,https://www.google.com/travel/flights?q=Flights%20from%20SFO%20to%20NRT%20on%202026-08-19%20one%20way
2026-07-22T16:07:46+00:00,sgn,Ho Chi Minh City,SFO,SGN,517,STARLUX Airlines,1,2026-08-19,https://www.google.com/travel/flights?q=Flights%20from%20SFO%20to%20SGN%20on%202026-08-19%20one%20way
2026-07-22T16:07:46+00:00,tpe,Taipei,SFO,TPE,400,"Alaska, EVA Air",2,2026-08-19,https://www.google.com/travel/flights?q=Flights%20from%20SFO%20to%20TPE%20on%202026-08-19%20one%20way
2026-07-22T20:43:06+00:00,nrt-any,Tokyo (any airline),SFO,NRT,284,?,Unknown,2026-08-19,https://www.google.com/travel/flights?q=Flights%20from%20SFO%20to%20NRT%20on%202026-08-19%20one%20way
2026-07-22T20:43:06+00:00,sgn,Ho Chi Minh City,SFO,SGN,517,STARLUX Airlines,1,2026-08-19,https://www.google.com/travel/flights?q=Flights%20from%20SFO%20to%20SGN%20on%202026-08-19%20one%20way
2026-07-22T20:43:06+00:00,tpe,Taipei,SFO,TPE,400,"Alaska, EVA Air",2,2026-08-19,https://www.google.com/travel/flights?q=Flights%20from%20SFO%20to%20TPE%20on%202026-08-19%20one%20way
2026-07-23T00:16:15+00:00,nrt-any,Tokyo (any airline),SFO,NRT,284,ZIPAIR Tokyo,0,2026-08-19,https://www.google.com/travel/flights?q=Flights%20from%20SFO%20to%20NRT%20on%202026-08-19%20one%20way
2026-07-23T00:16:15+00:00,tpe,Taipei,SFO,TPE,400,"Alaska, EVA Air",2,2026-08-19,https://www.google.com/travel/flights?q=Flights%20from%20SFO%20to%20TPE%20on%202026-08-19%20one%20way
